cluster_id,asset_id,distinct_alarm_count,total_events,alarms_in_cluster,start_time,end_time
2974,P-0200,2,2,"P-0200.PI_LO,P-0200.VI_HI",2025-12-16 04:16:17,2025-12-16 04:17:35
2975,P-0200,3,3,"P-0200.VI_HI,P-0200.PI_LO,P-0200.II_HI",2025-12-16 15:34:55,2025-12-16 16:01:42
2976,P-0200,2,3,"P-0200.II_HI,P-0200.VI_HI",2025-12-17 14:24:04,2025-12-17 14:35:20
2977,P-0200,3,3,"P-0200.TI_HI,P-0200.II_HI,P-0200.PDI_HI",2025-12-18 15:30:49,2025-12-18 16:20:42
2978,P-0200,2,2,"P-0200.PI_HI,P-0200.SI_LO",2025-12-19 15:25:26,2025-12-19 15:36:35
2979,P-0200,2,2,"P-0200.II_HI,P-0200.TI_HI",2025-12-20 08:56:07,2025-12-20 09:00:31
2980,P-0200,2,2,"P-0200.PI_LO,P-0200.II_HI",2025-12-22 22:36:55,2025-12-22 22:43:59
2981,P-0200,3,4,"P-0200.II_HI,P-0200.PI_HI,P-0200.FI_LO",2025-12-23 15:47:24,2025-12-23 16:34:22
2982,P-0200,2,2,"P-0200.SI_LO,P-0200.PI_HI",2025-12-24 10:23:36,2025-12-24 10:37:36
2983,P-0200,2,2,"P-0200.PDI_HI,P-0200.PI_LO",2025-12-25 16:53:40,2025-12-25 17:14:43
2984,P-0200,3,3,"P-0200.SI_LO,P-0200.II_HI,P-0200.FI_LO",2025-12-26 13:45:24,2025-12-26 14:25:17
2985,P-0200,2,2,"P-0200.FI_LO,P-0200.PDI_HI",2025-12-26 21:06:50,2025-12-26 21:08:08
2986,P-0200,2,2,"P-0200.SI_LO,P-0200.VI_HI",2025-12-28 14:27:36,2025-12-28 14:50:43
2987,P-0200,2,2,"P-0200.VI_HI,P-0200.PDI_HI",2025-12-29 12:03:20,2025-12-29 12:28:19
2988,P-0200,2,2,"P-0200.SI_LO,P-0200.PI_LO",2025-12-31 14:08:17,2025-12-31 14:25:57
2988,P-1000,2,2,"P-1000.II_HI,P-1000.FI_LO",2025-01-06 14:29:42,2025-01-06 14:46:54
2989,P-1000,2,2,"P-1000.II_HI,P-1000.PI_HI",2025-01-07 11:27:57,2025-01-07 11:56:08
2990,P-1000,2,2,"P-1000.PI_HI,P-1000.SI_LO",2025-01-09 14:19:02,2025-01-09 14:35:02
2991,P-1000,2,2,"P-1000.VI_HI,P-1000.PI_LO",2025-01-10 20:50:29,2025-01-10 21:13:10
2992,P-1000,2,2,"P-1000.SI_LO,P-1000.II_HI",2025-01-12 11:22:13,2025-01-12 11:44:09
2993,P-1000,2,2,"P-1000.TI_HI,P-1000.FI_LO",2025-01-13 15:16:54,2025-01-13 15:31:56
2994,P-1000,2,2,"P-1000.FI_LO,P-1000.II_HI",2025-01-13 19:46:00,2025-01-13 20:08:10
2995,P-1000,2,2,"P-1000.II_HI,P-1000.SI_LO",2025-01-14 10:25:30,2025-01-14 10:53:34
2996,P-1000,2,2,"P-1000.II_HI,P-1000.PDI_HI",2025-01-15 15:03:04,2025-01-15 15:22:09
2997,P-1000,2,2,"P-1000.PI_LO,P-1000.TI_HI",2025-01-15 21:14:34,2025-01-15 21:20:59
2998,P-1000,2,2,"P-1000.PI_HI,P-1000.VI_HI",2025-01-16 06:44:53,2025-01-16 06:45:25
2999,P-1000,2,2,"P-1000.PI_LO,P-1000.FI_LO",2025-01-17 14:50:24,2025-01-17 14:52:30
3000,P-1000,2,2,"P-1000.II_HI,P-1000.FI_LO",2025-01-20 19:34:52,2025-01-20 19:45:03
3001,P-1000,2,2,"P-1000.TI_HI,P-1000.PDI_HI",2025-01-23 19:07:15,2025-01-23 19:11:57
3002,P-1000,2,2,"P-1000.PI_LO,P-1000.VI_HI",2025-01-24 17:17:51,2025-01-24 17:47:45
3003,P-1000,2,2,"P-1000.TI_HI,P-1000.VI_HI",2025-01-25 11:21:33,2025-01-25 11:44:06
3004,P-1000,2,2,"P-1000.VI_HI,P-1000.FI_LO",2025-01-27 14:05:49,2025-01-27 14:10:29
3005,P-1000,2,2,"P-1000.VI_HI,P-1000.PI_LO",2025-01-29 16:11:05,2025-01-29 16:15:52
3006,P-1000,2,2,"P-1000.FI_LO,P-1000.PI_LO",2025-01-31 17:33:34,2025-01-31 17:54:38
3007,P-1000,2,2,"P-1000.TI_HI,P-1000.PI_HI",2025-02-01 14:13:24,2025-02-01 14:20:03
3008,P-1000,2,2,"P-1000.PI_HI,P-1000.PDI_HI",2025-02-02 15:29:19,2025-02-02 15:39:19
3009,P-1000,2,3,"P-1000.PDI_HI,P-1000.PI_HI",2025-02-04 10:36:53,2025-02-04 10:44:46
3010,P-1000,2,2,"P-1000.TI_HI,P-1000.PDI_HI",2025-02-05 17:35:51,2025-02-05 17:56:28
3011,P-1000,2,2,"P-1000.TI_HI,P-1000.II_HI",2025-02-08 21:58:40,2025-02-08 21:58:53
3012,P-1000,2,2,"P-1000.PDI_HI,P-1000.PI_HI",2025-02-10 22:48:04,2025-02-10 23:02:28
3013,P-1000,2,2,"P-1000.PDI_HI,P-1000.PI_LO",2025-02-11 18:35:50,2025-02-11 19:01:16
3014,P-1000,3,4,"P-1000.PDI_HI,P-1000.PI_LO,P-1000.VI_HI",2025-02-12 18:24:28,2025-02-12 18:50:45
3015,P-1000,3,3,"P-1000.TI_HI,P-1000.FI_LO,P-1000.PI_HI",2025-02-14 09:41:53,2025-02-14 10:11:24
3016,P-1000,2,2,"P-1000.PI_LO,P-1000.PDI_HI",2025-02-16 20:42:20,2025-02-16 20:43:13
3017,P-1000,2,2,"P-1000.PI_LO,P-1000.FI_LO",2025-02-19 22:26:28,2025-02-19 22:31:59
3018,P-1000,2,2,"P-1000.PI_LO,P-1000.PDI_HI",2025-02-20 12:33:10,2025-02-20 12:45:40
3019,P-1000,2,2,"P-1000.II_HI,P-1000.VI_HI",2025-02-21 13:53:46,2025-02-21 13:54:51
3020,P-1000,2,2,"P-1000.II_HI,P-1000.PI_HI",2025-02-22 16:57:09,2025-02-22 17:09:07
3021,P-1000,2,2,"P-1000.PDI_HI,P-1000.SI_LO",2025-02-23 16:04:09,2025-02-23 16:11:39
3022,P-1000,2,3,"P-1000.PI_LO,P-1000.VI_HI",2025-02-25 04:13:24,2025-02-25 04:58:34
3023,P-1000,3,3,"P-1000.SI_LO,P-1000.II_HI,P-1000.VI_HI",2025-02-25 09:15:42,2025-02-25 09:38:26
3024,P-1000,2,2,"P-1000.VI_HI,P-1000.FI_LO",2025-02-25 11:54:14,2025-02-25 12:00:51
3025,P-1000,2,2,"P-1000.PDI_HI,P-1000.PI_LO",2025-03-02 14:22:28,2025-03-02 14:43:46
3026,P-1000,2,2,"P-1000.SI_LO,P-1000.PI_LO",2025-03-05 19:00:25,2025-03-05 19:02:36
3027,P-1000,2,2,"P-1000.FI_LO,P-1000.PI_LO",2025-03-08 15:31:30,2025-03-08 15:40:08
3028,P-1000,2,2,"P-1000.PI_LO,P-1000.PDI_HI",2025-03-10 13:39:10,2025-03-10 14:06:04
3029,P-1000,2,2,"P-1000.SI_LO,P-1000.VI_HI",2025-03-11 11:41:01,2025-03-11 11:41:59
3030,P-1000,2,2,"P-1000.TI_HI,P-1000.VI_HI",2025-03-12 18:14:05,2025-03-12 18:23:57
3031,P-1000,3,3,"P-1000.VI_HI,P-1000.PDI_HI,P-1000.PI_HI",2025-03-13 16:09:34,2025-03-13 16:11:54
3032,P-1000,3,3,"P-1000.TI_HI,P-1000.SI_LO,P-1000.II_HI",2025-03-15 14:23:29,2025-03-15 15:02:49
3033,P-1000,2,2,"P-1000.FI_LO,P-1000.PI_HI",2025-03-15 21:11:38,2025-03-15 21:24:08
3034,P-1000,2,2,"P-1000.PI_LO,P-1000.VI_HI",2025-03-16 14:24:23,2025-03-16 14:45:14
3035,P-1000,2,2,"P-1000.II_HI,P-1000.VI_HI",2025-03-16 16:52:25,2025-03-16 17:01:59
3036,P-1000,2,2,"P-1000.II_HI,P-1000.PI_LO",2025-03-18 12:36:51,2025-03-18 13:03:16
3037,P-1000,2,2,"P-1000.VI_HI,P-1000.FI_LO",2025-03-23 09:54:35,2025-03-23 09:57:04
3038,P-1000,2,2,"P-1000.PI_HI,P-1000.II_HI",2025-03-25 16:44:16,2025-03-25 16:50:30
3039,P-1000,2,2,"P-1000.VI_HI,P-1000.PDI_HI",2025-03-27 15:13:32,2025-03-27 15:34:37
3040,P-1000,2,2,"P-1000.II_HI,P-1000.TI_HI",2025-03-27 17:50:07,2025-03-27 18:10:45
3041,P-1000,2,2,"P-1000.II_HI,P-1000.SI_LO",2025-03-28 04:26:45,2025-03-28 04:46:06
3042,P-1000,2,2,"P-1000.PI_LO,P-1000.SI_LO",2025-03-29 13:23:25,2025-03-29 13:30:45
3043,P-1000,2,2,"P-1000.FI_LO,P-1000.PI_LO",2025-03-29 15:42:21,2025-03-29 15:53:19
3044,P-1000,2,2,"P-1000.PI_HI,P-1000.FI_LO",2025-03-31 12:55:15,2025-03-31 13:13:24
3045,P-1000,2,2,"P-1000.TI_HI,P-1000.VI_HI",2025-04-03 13:03:01,2025-04-03 13:09:04
3046,P-1000,2,3,"P-1000.FI_LO,P-1000.PDI_HI",2025-04-04 12:27:59,2025-04-04 12:33:03
3047,P-1000,2,2,"P-1000.FI_LO,P-1000.SI_LO",2025-04-09 09:56:49,2025-04-09 10:15:55
3048,P-1000,2,2,"P-1000.FI_LO,P-1000.PI_HI",2025-04-09 14:28:56,2025-04-09 14:42:05
3049,P-1000,2,2,"P-1000.PI_LO,P-1000.II_HI",2025-04-10 14:51:38,2025-04-10 15:08:30
3050,P-1000,2,2,"P-1000.FI_LO,P-1000.PDI_HI",2025-04-10 23:39:38,2025-04-10 23:46:15
3051,P-1000,2,2,"P-1000.TI_HI,P-1000.PDI_HI",2025-04-12 04:50:32,2025-04-12 05:08:53
3052,P-1000,2,3,"P-1000.SI_LO,P-1000.PI_HI",2025-04-18 14:18:53,2025-04-18 14:35:22
3053,P-1000,3,3,"P-1000.PI_HI,P-1000.VI_HI,P-1000.PI_LO",2025-04-20 13:36:11,2025-04-20 14:05:35
3054,P-1000,2,2,"P-1000.PI_HI,P-1000.PI_LO",2025-04-20 23:25:47,2025-04-20 23:47:43
3055,P-1000,2,2,"P-1000.PDI_HI,P-1000.VI_HI",2025-04-21 10:17:45,2025-04-21 10:24:16
3056,P-1000,2,2,"P-1000.II_HI,P-1000.PI_HI",2025-04-23 10:37:44,2025-04-23 11:03:14
3057,P-1000,2,2,"P-1000.TI_HI,P-1000.SI_LO",2025-04-26 11:55:00,2025-04-26 12:21:02
3058,P-1000,2,2,"P-1000.PI_LO,P-1000.VI_HI",2025-04-27 23:12:07,2025-04-27 23:34:39
3059,P-1000,2,2,"P-1000.II_HI,P-1000.PDI_HI",2025-04-28 13:17:49,2025-04-28 13:39:15
3060,P-1000,3,3,"P-1000.PI_HI,P-1000.PDI_HI,P-1000.PI_LO",2025-05-03 23:29:37,2025-05-04 00:25:14
3061,P-1000,3,3,"P-1000.PDI_HI,P-1000.PI_LO,P-1000.PI_HI",2025-05-04 13:07:31,2025-05-04 13:13:11
3062,P-1000,2,2,"P-1000.PI_HI,P-1000.FI_LO",2025-05-07 23:30:03,2025-05-07 23:45:10
3063,P-1000,2,2,"P-1000.PI_HI,P-1000.PI_LO",2025-05-10 08:44:55,2025-05-10 09:02:58
3064,P-1000,2,2,"P-1000.PDI_HI,P-1000.VI_HI",2025-05-10 09:33:06,2025-05-10 09:45:21
3065,P-1000,2,2,"P-1000.PDI_HI,P-1000.FI_LO",2025-05-15 12:22:08,2025-05-15 12:43:06
3066,P-1000,2,2,"P-1000.TI_HI,P-1000.FI_LO",2025-05-15 16:13:52,2025-05-15 16:29:45
3067,P-1000,2,2,"P-1000.FI_LO,P-1000.SI_LO",2025-05-22 23:15:52,2025-05-22 23:36:20
3068,P-1000,2,2,"P-1000.PDI_HI,P-1000.FI_LO",2025-05-23 13:21:59,2025-05-23 13:48:19
3069,P-1000,2,2,"P-1000.II_HI,P-1000.SI_LO",2025-05-23 17:09:18,2025-05-23 17:35:09
3070,P-1000,2,2,"P-1000.PDI_HI,P-1000.TI_HI",2025-05-24 18:31:29,2025-05-24 18:43:57
3071,P-1000,3,4,"P-1000.PDI_HI,P-1000.PI_LO,P-1000.FI_LO",2025-05-25 12:55:58,2025-05-25 13:54:35
3072,P-1000,2,2,"P-1000.FI_LO,P-1000.PI_LO",2025-05-27 07:17:03,2025-05-27 07:29:47
3073,P-1000,3,3,"P-1000.PDI_HI,P-1000.VI_HI,P-1000.II_HI",2025-05-28 14:05:17,2025-05-28 14:53:10
3074,P-1000,2,2,"P-1000.PDI_HI,P-1000.PI_LO",2025-06-02 15:02:38,2025-06-02 15:10:51
3075,P-1000,2,2,"P-1000.II_HI,P-1000.TI_HI",2025-06-02 18:15:48,2025-06-02 18:41:27
3076,P-1000,2,2,"P-1000.II_HI,P-1000.FI_LO",2025-06-02 20:22:06,2025-06-02 20:40:36
3077,P-1000,2,2,"P-1000.TI_HI,P-1000.PI_LO",2025-06-04 11:38:35,2025-06-04 11:54:20
3078,P-1000,2,2,"P-1000.PI_LO,P-1000.TI_HI",2025-06-05 08:46:41,2025-06-05 09:15:34
3079,P-1000,2,2,"P-1000.PI_HI,P-1000.II_HI",2025-06-15 13:46:18,2025-06-15 13:46:40
3080,P-1000,2,2,"P-1000.PI_HI,P-1000.TI_HI",2025-06-15 19:00:06,2025-06-15 19:08:54
3081,P-1000,2,2,"P-1000.TI_HI,P-1000.II_HI",2025-06-16 17:17:35,2025-06-16 17:34:16
3082,P-1000,2,2,"P-1000.II_HI,P-1000.FI_LO",2025-06-16 23:32:17,2025-06-16 23:39:59
3083,P-1000,2,3,"P-1000.II_HI,P-1000.VI_HI",2025-06-17 12:24:50,2025-06-17 12:41:51
3084,P-1000,2,2,"P-1000.PDI_HI,P-1000.II_HI",2025-06-18 14:48:04,2025-06-18 15:16:11
3085,P-1000,4,4,"P-1000.PDI_HI,P-1000.SI_LO,P-1000.FI_LO,P-1000.II_HI",2025-06-19 12:32:27,2025-06-19 13:05:31
3086,P-1000,2,2,"P-1000.PDI_HI,P-1000.II_HI",2025-06-23 15:36:55,2025-06-23 16:05:41
3087,P-1000,2,3,"P-1000.TI_HI,P-1000.PI_LO",2025-06-27 13:46:47,2025-06-27 14:08:04
3088,P-1000,2,2,"P-1000.PDI_HI,P-1000.II_HI",2025-06-28 12:16:09,2025-06-28 12:40:57
3089,P-1000,2,2,"P-1000.II_HI,P-1000.PI_HI",2025-06-30 15:14:55,2025-06-30 15:36:40
3090,P-1000,2,2,"P-1000.PDI_HI,P-1000.PI_LO",2025-07-02 14:04:14,2025-07-02 14:33:28
3091,P-1000,2,2,"P-1000.FI_LO,P-1000.PI_LO",2025-07-06 11:42:25,2025-07-06 12:00:39
3092,P-1000,3,3,"P-1000.PI_LO,P-1000.TI_HI,P-1000.PI_HI",2025-07-10 14:29:53,2025-07-10 15:14:26
3093,P-1000,2,2,"P-1000.SI_LO,P-1000.FI_LO",2025-07-10 16:48:48,2025-07-10 16:53:48
3094,P-1000,2,2,"P-1000.PI_HI,P-1000.PDI_HI",2025-07-12 13:30:23,2025-07-12 13:47:27
3095,P-1000,2,2,"P-1000.VI_HI,P-1000.FI_LO",2025-07-13 18:21:45,2025-07-13 18:41:24
3096,P-1000,2,2,"P-1000.VI_HI,P-1000.FI_LO",2025-07-14 11:03:10,2025-07-14 11:20:34
3097,P-1000,2,2,"P-1000.SI_LO,P-1000.VI_HI",2025-07-15 11:58:13,2025-07-15 12:21:52
3098,P-1000,2,2,"P-1000.PI_LO,P-1000.PDI_HI",2025-07-17 17:57:59,2025-07-17 18:27:12
3099,P-1000,2,2,"P-1000.II_HI,P-1000.SI_LO",2025-07-18 06:52:12,2025-07-18 07:20:31
3100,P-1000,2,2,"P-1000.SI_LO,P-1000.VI_HI",2025-07-24 21:49:22,2025-07-24 21:51:33
3101,P-1000,2,2,"P-1000.PDI_HI,P-1000.PI_LO",2025-07-26 20:33:02,2025-07-26 20:55:23
3102,P-1000,2,2,"P-1000.II_HI,P-1000.PI_HI",2025-07-27 06:58:45,2025-07-27 07:09:00
3103,P-1000,2,2,"P-1000.PI_LO,P-1000.PI_HI",2025-07-27 15:08:52,2025-07-27 15:09:33
3104,P-1000,2,2,"P-1000.VI_HI,P-1000.SI_LO",2025-08-03 10:09:13,2025-08-03 10:30:18
3105,P-1000,2,2,"P-1000.PI_HI,P-1000.PI_LO",2025-08-04 10:27:00,2025-08-04 10:32:32
3106,P-1000,2,2,"P-1000.SI_LO,P-1000.PI_HI",2025-08-05 18:45:26,2025-08-05 19:06:55
3107,P-1000,2,2,"P-1000.VI_HI,P-1000.FI_LO",2025-08-06 15:09:33,2025-08-06 15:18:03
3108,P-1000,2,2,"P-1000.PI_HI,P-1000.SI_LO",2025-08-08 18:02:43,2025-08-08 18:06:11
3109,P-1000,2,2,"P-1000.PI_HI,P-1000.FI_LO",2025-08-09 14:21:12,2025-08-09 14:48:50
3110,P-1000,2,2,"P-1000.II_HI,P-1000.SI_LO",2025-08-10 13:33:13,2025-08-10 13:44:04
3111,P-1000,2,2,"P-1000.II_HI,P-1000.FI_LO",2025-08-11 09:42:51,2025-08-11 09:50:05
3112,P-1000,2,2,"P-1000.FI_LO,P-1000.TI_HI",2025-08-12 20:47:51,2025-08-12 20:56:10
3113,P-1000,2,2,"P-1000.PDI_HI,P-1000.FI_LO",2025-08-13 17:10:08,2025-08-13 17:15:08
3114,P-1000,2,2,"P-1000.PDI_HI,P-1000.PI_HI",2025-08-13 20:04:24,2025-08-13 20:31:41
3115,P-1000,2,2,"P-1000.TI_HI,P-1000.FI_LO",2025-08-15 08:45:07,2025-08-15 09:10:15
3116,P-1000,2,2,"P-1000.PI_HI,P-1000.SI_LO",2025-08-18 19:13:28,2025-08-18 19:18:38
3117,P-1000,2,3,"P-1000.TI_HI,P-1000.PI_HI",2025-08-19 16:33:30,2025-08-19 16:54:29
3118,P-1000,2,2,"P-1000.FI_LO,P-1000.VI_HI",2025-08-19 23:45:53,2025-08-19 23:55:08
3119,P-1000,2,2,"P-1000.TI_HI,P-1000.PDI_HI",2025-08-20 08:55:51,2025-08-20 09:20:31
3120,P-1000,2,2,"P-1000.PDI_HI,P-1000.PI_HI",2025-08-21 12:54:15,2025-08-21 13:14:34
3121,P-1000,2,2,"P-1000.FI_LO,P-1000.PI_HI",2025-08-25 14:33:11,2025-08-25 14:57:38
3122,P-1000,2,2,"P-1000.SI_LO,P-1000.PI_HI",2025-08-28 14:55:01,2025-08-28 15:02:41
3123,P-1000,4,4,"P-1000.VI_HI,P-1000.FI_LO,P-1000.PI_HI,P-1000.PDI_HI",2025-08-31 13:08:39,2025-08-31 13:40:52
3124,P-1000,2,2,"P-1000.TI_HI,P-1000.VI_HI",2025-09-05 11:33:03,2025-09-05 11:47:51
3125,P-1000,2,2,"P-1000.SI_LO,P-1000.II_HI",2025-09-05 13:23:33,2025-09-05 13:31:24
3126,P-1000,2,2,"P-1000.SI_LO,P-1000.PI_HI",2025-09-07 19:27:58,2025-09-07 19:39:36
3127,P-1000,2,3,"P-1000.SI_LO,P-1000.PI_LO",2025-09-08 14:01:35,2025-09-08 14:19:36
3128,P-1000,2,2,"P-1000.FI_LO,P-1000.II_HI",2025-09-09 23:01:25,2025-09-09 23:22:03
3129,P-1000,2,2,"P-1000.VI_HI,P-1000.PI_HI",2025-09-13 11:58:30,2025-09-13 12:06:03
3130,P-1000,2,2,"P-1000.II_HI,P-1000.VI_HI",2025-09-16 11:58:42,2025-09-16 12:02:55
3131,P-1000,3,3,"P-1000.II_HI,P-1000.PDI_HI,P-1000.PI_LO",2025-09-17 03:16:54,2025-09-17 03:40:40
3132,P-1000,2,2,"P-1000.SI_LO,P-1000.PI_LO",2025-09-17 13:38:46,2025-09-17 13:52:41
3133,P-1000,2,2,"P-1000.PDI_HI,P-1000.II_HI",2025-09-21 15:00:40,2025-09-21 15:28:33
3134,P-1000,2,2,"P-1000.PI_LO,P-1000.FI_LO",2025-09-25 11:20:16,2025-09-25 11:30:57
3135,P-1000,2,2,"P-1000.VI_HI,P-1000.TI_HI",2025-09-25 13:39:13,2025-09-25 14:08:49
3136,P-1000,2,2,"P-1000.TI_HI,P-1000.SI_LO",2025-09-26 05:33:55,2025-09-26 05:35:17
3137,P-1000,3,4,"P-1000.II_HI,P-1000.PDI_HI,P-1000.VI_HI",2025-09-26 16:31:23,2025-09-26 17:14:18
3138,P-1000,2,2,"P-1000.PDI_HI,P-1000.TI_HI",2025-09-27 15:26:02,2025-09-27 15:32:09
3139,P-1000,2,2,"P-1000.TI_HI,P-1000.II_HI",2025-09-28 09:54:36,2025-09-28 10:16:16
3140,P-1000,2,2,"P-1000.PI_LO,P-1000.SI_LO",2025-09-29 23:45:33,2025-09-29 23:50:12
3141,P-1000,2,2,"P-1000.VI_HI,P-1000.PDI_HI",2025-10-02 08:18:51,2025-10-02 08:46:57
3142,P-1000,2,3,"P-1000.PDI_HI,P-1000.FI_LO",2025-10-02 17:32:33,2025-10-02 18:04:46
3143,P-1000,2,2,"P-1000.SI_LO,P-1000.TI_HI",2025-10-03 05:22:27,2025-10-03 05:51:32
3144,P-1000,2,2,"P-1000.TI_HI,P-1000.PI_LO",2025-10-04 13:55:59,2025-10-04 14:05:25
3145,P-1000,3,3,"P-1000.PDI_HI,P-1000.TI_HI,P-1000.PI_LO",2025-10-05 07:30:42,2025-10-05 08:07:51
3146,P-1000,2,3,"P-1000.PDI_HI,P-1000.PI_HI",2025-10-07 13:28:11,2025-10-07 13:58:32
3147,P-1000,3,3,"P-1000.PI_HI,P-1000.TI_HI,P-1000.PDI_HI",2025-10-09 08:41:39,2025-10-09 08:47:40
3148,P-1000,2,3,"P-1000.SI_LO,P-1000.TI_HI",2025-10-12 09:41:48,2025-10-12 10:13:15
3149,P-1000,2,2,"P-1000.PI_LO,P-1000.SI_LO",2025-10-12 11:03:46,2025-10-12 11:19:01
3150,P-1000,2,2,"P-1000.II_HI,P-1000.VI_HI",2025-10-13 13:14:49,2025-10-13 13:32:56
3151,P-1000,2,2,"P-1000.PDI_HI,P-1000.PI_HI",2025-10-13 14:05:37,2025-10-13 14:11:49
3152,P-1000,4,4,"P-1000.PDI_HI,P-1000.PI_LO,P-1000.SI_LO,P-1000.II_HI",2025-10-14 23:11:16,2025-10-14 23:47:08
3153,P-1000,2,2,"P-1000.PI_HI,P-1000.SI_LO",2025-10-16 08:42:00,2025-10-16 08:46:14
3154,P-1000,2,2,"P-1000.PI_LO,P-1000.VI_HI",2025-10-17 14:07:49,2025-10-17 14:10:29
3155,P-1000,2,2,"P-1000.TI_HI,P-1000.FI_LO",2025-10-17 16:51:30,2025-10-17 17:00:55
3156,P-1000,3,3,"P-1000.SI_LO,P-1000.VI_HI,P-1000.PDI_HI",2025-10-18 10:07:30,2025-10-18 10:55:14
3157,P-1000,3,3,"P-1000.PDI_HI,P-1000.PI_LO,P-1000.PI_HI",2025-10-25 21:47:25,2025-10-25 22:13:48
3158,P-1000,2,2,"P-1000.PDI_HI,P-1000.SI_LO",2025-10-25 23:15:49,2025-10-25 23:41:04
3159,P-1000,2,2,"P-1000.PI_HI,P-1000.VI_HI",2025-10-26 14:08:42,2025-10-26 14:38:01
3160,P-1000,2,2,"P-1000.VI_HI,P-1000.SI_LO",2025-10-28 09:30:20,2025-10-28 09:56:16
3161,P-1000,2,2,"P-1000.VI_HI,P-1000.TI_HI",2025-11-02 08:34:25,2025-11-02 09:00:34
3162,P-1000,2,2,"P-1000.VI_HI,P-1000.PDI_HI",2025-11-02 15:09:17,2025-11-02 15:27:12
3163,P-1000,2,2,"P-1000.TI_HI,P-1000.PI_LO",2025-11-04 06:42:08,2025-11-04 06:49:47
3164,P-1000,2,2,"P-1000.VI_HI,P-1000.PDI_HI",2025-11-05 17:21:09,2025-11-05 17:23:10
3165,P-1000,3,4,"P-1000.PI_HI,P-1000.PI_LO,P-1000.PDI_HI",2025-11-06 14:28:44,2025-11-06 15:10:42
3166,P-1000,3,3,"P-1000.SI_LO,P-1000.TI_HI,P-1000.PI_LO",2025-11-09 10:05:16,2025-11-09 10:32:07
3167,P-1000,2,2,"P-1000.PI_LO,P-1000.II_HI",2025-11-12 14:43:23,2025-11-12 14:55:55
3168,P-1000,3,3,"P-1000.VI_HI,P-1000.SI_LO,P-1000.TI_HI",2025-11-13 13:07:03,2025-11-13 13:35:17
3169,P-1000,2,2,"P-1000.VI_HI,P-1000.PI_HI",2025-11-13 14:44:10,2025-11-13 15:02:38
3170,P-1000,2,2,"P-1000.PI_HI,P-1000.SI_LO",2025-11-14 13:29:19,2025-11-14 13:41:19
3171,P-1000,2,2,"P-1000.PI_LO,P-1000.TI_HI",2025-11-18 17:36:44,2025-11-18 17:37:27
3172,P-1000,2,2,"P-1000.PI_HI,P-1000.PDI_HI",2025-11-19 09:21:00,2025-11-19 09:22:49
3173,P-1000,3,3,"P-1000.PI_HI,P-1000.TI_HI,P-1000.SI_LO",2025-11-20 18:12:17,2025-11-20 18:54:34
3174,P-1000,2,2,"P-1000.PDI_HI,P-1000.FI_LO",2025-11-20 21:45:51,2025-11-20 22:10:06
3175,P-1000,2,2,"P-1000.FI_LO,P-1000.PDI_HI",2025-11-21 09:09:19,2025-11-21 09:18:37
3176,P-1000,2,2,"P-1000.FI_LO,P-1000.VI_HI",2025-11-21 10:39:43,2025-11-21 10:56:00
3177,P-1000,2,2,"P-1000.PI_HI,P-1000.FI_LO",2025-11-21 20:54:41,2025-11-21 21:09:58
3178,P-1000,2,2,"P-1000.II_HI,P-1000.FI_LO",2025-11-22 10:09:28,2025-11-22 10:20:22
3179,P-1000,2,2,"P-1000.FI_LO,P-1000.SI_LO",2025-11-22 14:26:34,2025-11-22 14:53:52
3180,P-1000,2,2,"P-1000.FI_LO,P-1000.PI_LO",2025-11-24 06:04:55,2025-11-24 06:22:41
3181,P-1000,2,2,"P-1000.PI_LO,P-1000.FI_LO",2025-11-25 10:44:06,2025-11-25 10:58:00
3182,P-1000,2,2,"P-1000.SI_LO,P-1000.PI_HI",2025-11-26 20:41:07,2025-11-26 21:06:55
3183,P-1000,2,2,"P-1000.II_HI,P-1000.FI_LO",2025-11-27 19:52:01,2025-11-27 20:04:02
3184,P-1000,2,2,"P-1000.FI_LO,P-1000.SI_LO",2025-11-28 10:32:03,2025-11-28 10:36:51
3185,P-1000,2,2,"P-1000.II_HI,P-1000.SI_LO",2025-11-28 13:58:57,2025-11-28 14:00:44
3186,P-1000,2,2,"P-1000.II_HI,P-1000.PI_LO",2025-11-28 20:24:10,2025-11-28 20:44:18
3187,P-1000,2,2,"P-1000.TI_HI,P-1000.SI_LO",2025-11-29 09:03:18,2025-11-29 09:03:50
3188,P-1000,2,2,"P-1000.PI_HI,P-1000.VI_HI",2025-12-02 23:44:07,2025-12-02 23:56:16
3189,P-1000,2,2,"P-1000.PI_LO,P-1000.PDI_HI",2025-12-03 18:33:14,2025-12-03 18:42:34
3190,P-1000,2,2,"P-1000.PDI_HI,P-1000.II_HI",2025-12-03 19:47:33,2025-12-03 19:53:30
3191,P-1000,2,2,"P-1000.II_HI,P-1000.PDI_HI",2025-12-05 14:58:45,2025-12-05 15:26:00
3192,P-1000,2,2,"P-1000.II_HI,P-1000.PI_LO",2025-12-06 22:57:53,2025-12-06 23:12:35
3193,P-1000,2,2,"P-1000.PI_HI,P-1000.VI_HI",2025-12-07 10:15:33,2025-12-07 10:32:41
3194,P-1000,2,2,"P-1000.SI_LO,P-1000.TI_HI",2025-12-08 17:45:56,2025-12-08 17:51:50
3195,P-1000,2,3,"P-1000.PI_HI,P-1000.PI_LO",2025-12-09 14:43:10,2025-12-09 14:51:38
